íj,,,,,,,,àÆãuÇPíöñ⁄,àÆãuÇQíöñ⁄,è¨í|í¨ÇPíöñ⁄,è¨í|í¨ÇQíöñ⁄,âhí¨,âHëÚÇPíöñ⁄,âHëÚÇQíöñ⁄,âHëÚÇRíöñ⁄,ñLã è„ÇPíöñ⁄,ñLã è„ÇQíöñ⁄,ñLã íÜÇPíöñ⁄,ñLã íÜÇQíöñ⁄,ñLã íÜÇRíöñ⁄,ñLã íÜÇSíöñ⁄,ñLã ìÏÇPíöñ⁄,ñLã ìÏÇQíöñ⁄,ñLã ìÏÇRíöñ⁄,ñLã ñkÇPíöñ⁄,ñLã ñkÇQíöñ⁄,ñLã ñkÇRíöñ⁄,ñLã ñkÇSíöñ⁄,ñLã ñkÇTíöñ⁄,ñLã ñkÇUíöñ⁄,íÜë∫ÇPíöñ⁄,íÜë∫ÇQíöñ⁄,íÜë∫ÇRíöñ⁄,íÜë∫ìÏÇPíöñ⁄,íÜë∫ìÏÇQíöñ⁄,íÜë∫ìÏÇRíöñ⁄,íÜë∫ñkÇPíöñ⁄,íÜë∫ñkÇQíöñ⁄,íÜë∫ñkÇRíöñ⁄,íÜë∫ñkÇSíöñ⁄,ç˜ë‰ÇPíöñ⁄,ç˜ë‰ÇQíöñ⁄,ç˜ë‰ÇRíöñ⁄,ç˜ë‰ÇSíöñ⁄,ç˜ë‰ÇTíöñ⁄,ç˜ë‰ÇUíöñ⁄,ó˚înÇPíöñ⁄,ó˚înÇQíöñ⁄,ó˚înÇRíöñ⁄,ó˚înÇSíöñ⁄,å¸éRÇPíöñ⁄,å¸éRÇQíöñ⁄,å¸éRÇRíöñ⁄,å¸éRÇSíöñ⁄,ä—à‰ÇPíöñ⁄,ä—à‰ÇQíöñ⁄,ä—à‰ÇRíöñ⁄,ä—à‰ÇSíöñ⁄,ä—à‰ÇTíöñ⁄,ã—ÇPíöñ⁄,ã—ÇQíöñ⁄,ïXêÏë‰ÇPíöñ⁄,ïXêÏë‰ÇQíöñ⁄,ïXêÏë‰ÇRíöñ⁄,ïXêÏë‰ÇSíöñ⁄,ïΩòaë‰ÇPíöñ⁄,ïΩòaë‰ÇQíöñ⁄,ïΩòaë‰ÇRíöñ⁄,ïΩòaë‰ÇSíöñ⁄,ëÅã{ÇPíöñ⁄,ëÅã{ÇQíöñ⁄,ëÅã{ÇRíöñ⁄,ëÅã{ÇSíöñ⁄,ètì˙í¨ÇPíöñ⁄,ètì˙í¨ÇQíöñ⁄,ètì˙í¨ÇRíöñ⁄,ètì˙í¨ÇSíöñ⁄,ètì˙í¨ÇTíöñ⁄,ètì˙í¨ÇUíöñ⁄,çÇèºÇPíöñ⁄,çÇèºÇQíöñ⁄,çÇèºÇRíöñ⁄,çÇèºÇSíöñ⁄,çÇèºÇTíöñ⁄,çÇèºÇUíöñ⁄,ñkí¨ÇPíöñ⁄,ñkí¨ÇQíöñ⁄,ñkí¨ÇRíöñ⁄,ñkí¨ÇSíöñ⁄,ñkí¨ÇTíöñ⁄,ñkí¨ÇUíöñ⁄,ñkí¨ÇVíöñ⁄,ñkí¨ÇWíöñ⁄,ìcïøÇPíöñ⁄,ìcïøÇQíöñ⁄,ìcïøÇRíöñ⁄,ìcïøÇSíöñ⁄,ìcïøÇTíöñ⁄,åıÇ™ãuÇPíöñ⁄,åıÇ™ãuÇQíöñ⁄,åıÇ™ãuÇRíöñ⁄,åıÇ™ãuÇSíöñ⁄,åıÇ™ãuÇTíöñ⁄,åıÇ™ãuÇUíöñ⁄,åıÇ™ãuÇVíöñ⁄,àÆí¨ÇPíöñ⁄,àÆí¨ÇQíöñ⁄,àÆí¨ÇRíöñ⁄,ìyéxìcÇPíöñ⁄,ìyéxìcÇQíöñ⁄,ìyéxìcÇRíöñ⁄,ìyéxìcÇSíöñ⁄,ïxémå©ë‰ÇPíöñ⁄,ïxémå©ë‰ÇQíöñ⁄,ïxémå©ë‰ÇRíöñ⁄,ïxémå©ë‰ÇSíöñ⁄,ìÏìcíÜÇPíöñ⁄,ìÏìcíÜÇQíöñ⁄,ìÏìcíÜÇRíöñ⁄,ìÏìcíÜÇSíöñ⁄,ìÏìcíÜÇTíöñ⁄,çÇñÏë‰ÇPíöñ⁄,çÇñÏë‰ÇQíöñ⁄,çÇñÏë‰ÇRíöñ⁄,çÇñÏë‰ÇSíöñ⁄,çÇñÏë‰ÇTíöñ⁄,íJå¥ÇPíöñ⁄,íJå¥ÇQíöñ⁄,íJå¥ÇRíöñ⁄,íJå¥ÇSíöñ⁄,íJå¥ÇTíöñ⁄,íJå¥ÇUíöñ⁄,éOå¥ë‰ÇPíöñ⁄,éOå¥ë‰ÇQíöñ⁄,éOå¥ë‰ÇRíöñ⁄,êŒê_à‰í¨ÇPíöñ⁄,êŒê_à‰í¨ÇQíöñ⁄,êŒê_à‰í¨ÇRíöñ⁄,êŒê_à‰í¨ÇSíöñ⁄,êŒê_à‰í¨ÇTíöñ⁄,êŒê_à‰í¨ÇUíöñ⁄,êŒê_à‰í¨ÇVíöñ⁄,êŒê_à‰í¨ÇWíöñ⁄,êŒê_à‰ë‰ÇPíöñ⁄,êŒê_à‰ë‰ÇQíöñ⁄,êŒê_à‰ë‰ÇRíöñ⁄,êŒê_à‰ë‰ÇSíöñ⁄,êŒê_à‰ë‰ÇTíöñ⁄,êŒê_à‰ë‰ÇUíöñ⁄,êŒê_à‰ë‰ÇVíöñ⁄,êŒê_à‰ë‰ÇWíöñ⁄,â∫êŒê_à‰ÇPíöñ⁄,â∫êŒê_à‰ÇQíöñ⁄,â∫êŒê_à‰ÇRíöñ⁄,â∫êŒê_à‰ÇSíöñ⁄,â∫êŒê_à‰ÇTíöñ⁄,â∫êŒê_à‰ÇUíöñ⁄,ìåëÂêÚÇPíöñ⁄,ìåëÂêÚÇQíöñ⁄,ìåëÂêÚÇRíöñ⁄,ìåëÂêÚÇSíöñ⁄,ìåëÂêÚÇTíöñ⁄,ìåëÂêÚÇUíöñ⁄,ìåëÂêÚÇVíöñ⁄,êºëÂêÚÇPíöñ⁄,êºëÂêÚÇQíöñ⁄,êºëÂêÚÇRíöñ⁄,êºëÂêÚÇSíöñ⁄,êºëÂêÚÇTíöñ⁄,êºëÂêÚÇUíöñ⁄,ìÏëÂêÚÇPíöñ⁄,ìÏëÂêÚÇQíöñ⁄,ìÏëÂêÚÇRíöñ⁄,ìÏëÂêÚÇSíöñ⁄,ìÏëÂêÚÇTíöñ⁄,ìÏëÂêÚÇUíöñ⁄,ëÂêÚí¨ÇPíöñ⁄,ëÂêÚí¨ÇQíöñ⁄,ëÂêÚí¨ÇRíöñ⁄,ëÂêÚí¨ÇSíöñ⁄,ëÂêÚí¨ÇTíöñ⁄,ëÂêÚí¨ÇUíöñ⁄,ëÂêÚäwâÄí¨ÇPíöñ⁄,ëÂêÚäwâÄí¨ÇQíöñ⁄,ëÂêÚäwâÄí¨ÇRíöñ⁄,ëÂêÚäwâÄí¨ÇSíöñ⁄,ëÂêÚäwâÄí¨ÇTíöñ⁄,ëÂêÚäwâÄí¨ÇUíöñ⁄,ëÂêÚäwâÄí¨ÇVíöñ⁄,ëÂêÚäwâÄí¨ÇWíöñ⁄,ëÂêÚäwâÄí¨ÇXíöñ⁄,ä÷í¨ñkÇPíöñ⁄,ä÷í¨ñkÇQíöñ⁄,ä÷í¨ñkÇRíöñ⁄,ä÷í¨ñkÇSíöñ⁄,ä÷í¨ñkÇTíöñ⁄,ä÷í¨ìÏÇPíöñ⁄,ä÷í¨ìÏÇQíöñ⁄,ä÷í¨ìÏÇRíöñ⁄,ä÷í¨ìÏÇSíöñ⁄,è„êŒê_à‰ìÏí¨,óßñÏí¨,è„êŒê_à‰ÇPíöñ⁄,è„êŒê_à‰ÇQíöñ⁄,è„êŒê_à‰ÇRíöñ⁄,è„êŒê_à‰ÇSíöñ⁄,ä÷í¨ìåÇPíöñ⁄,ä÷í¨ìåÇQíöñ⁄,êºëÂêÚí¨
112,,43,12,-,,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,,42,12,-,,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,,41,12,-,,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,,40,12,-,,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,,39,12,-,,39,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,,38,12,-,,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,,37,12,-,,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,,36,12,-,,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,,35,12,-,,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,,34,12,-,,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,,33,12,-,,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,,32,12,-,,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,,31,12,-,,31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,,30,12,-,,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,,29,12,-,,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,,28,12,-,,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,,27,12,-,,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,,26,12,-,,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,,25,12,-,,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,,24,12,-,,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,,23,12,-,,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,,22,12,-,,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,,21,12,-,,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
